transaction_id,product_category,amount,customer_region,transaction_date
41,Books,46.95,South,2026-04-23 18:13:20.831784
42,Clothing,90.90,East,2026-04-23 17:13:20.831784
43,Groceries,114.95,West,2026-04-23 16:13:20.831784
44,Sports,149.79,North,2026-04-23 15:13:20.831784
45,Electronics,113.71,South,2026-04-23 14:13:20.831784
46,Books,97.79,East,2026-04-23 13:13:20.831784
47,Clothing,124.91,West,2026-04-23 12:13:20.831784
48,Groceries,97.23,North,2026-04-23 11:13:20.831784
49,Sports,85.23,South,2026-04-23 10:13:20.831784
50,Electronics,61.69,East,2026-04-23 09:13:20.831784
51,Books,36.92,West,2026-04-23 08:13:20.831784
52,Clothing,108.16,North,2026-04-23 07:13:20.831784
53,Groceries,155.27,South,2026-04-23 06:13:20.831784
54,Sports,155.78,East,2026-04-23 05:13:20.831784
55,Electronics,141.81,West,2026-04-23 04:13:20.831784
56,Books,63.56,North,2026-04-23 03:13:20.831784
57,Clothing,45.45,South,2026-04-23 02:13:20.831784
58,Groceries,82.84,East,2026-04-23 01:13:20.831784
59,Sports,84.27,West,2026-04-23 00:13:20.831784
60,Electronics,112.18,North,2026-04-22 23:13:20.831784
61,Books,108.55,South,2026-04-22 22:13:20.831784
62,Clothing,95.06,East,2026-04-22 21:13:20.831784
63,Groceries,145.48,West,2026-04-22 20:13:20.831784
64,Sports,139.02,North,2026-04-22 19:13:20.831784
65,Electronics,102.00,South,2026-04-22 18:13:20.831784
66,Books,72.67,East,2026-04-22 17:13:20.831784
67,Clothing,20.17,West,2026-04-22 16:13:20.831784
68,Groceries,60.89,North,2026-04-22 15:13:20.831784
69,Sports,132.67,South,2026-04-22 14:13:20.831784
70,Electronics,143.99,East,2026-04-22 13:13:20.831784
71,Books,154.48,West,2026-04-22 12:13:20.831784
72,Clothing,107.68,North,2026-04-22 11:13:20.831784
73,Groceries,66.94,South,2026-04-22 10:13:20.831784
74,Sports,96.97,East,2026-04-22 09:13:20.831784
75,Electronics,83.65,West,2026-04-22 08:13:20.831784
76,Books,76.84,North,2026-04-22 07:13:20.831784
77,Clothing,84.90,South,2026-04-22 06:13:20.831784
78,Groceries,72.18,East,2026-04-22 05:13:20.831784
79,Sports,132.80,West,2026-04-22 04:13:20.831784
80,Electronics,170.25,North,2026-04-22 03:13:20.831784
81,Books,132.51,South,2026-04-22 02:13:20.831784
82,Clothing,101.58,East,2026-04-22 01:13:20.831784
83,Groceries,38.45,West,2026-04-22 00:13:20.831784
84,Sports,31.10,North,2026-04-21 23:13:20.831784
85,Electronics,100.93,South,2026-04-21 22:13:20.831784
86,Books,117.70,East,2026-04-21 21:13:20.831784
87,Clothing,132.92,West,2026-04-21 20:13:20.831784
88,Groceries,128.74,North,2026-04-21 19:13:20.831784
89,Sports,92.07,South,2026-04-21 18:13:20.831784
90,Electronics,120.40,East,2026-04-21 17:13:20.831784
91,Books,114.70,West,2026-04-21 16:13:20.831784
92,Clothing,69.83,North,2026-04-21 15:13:20.831784
93,Groceries,63.99,South,2026-04-21 14:13:20.831784
94,Sports,45.58,East,2026-04-21 13:13:20.831784
95,Electronics,91.60,West,2026-04-21 12:13:20.831784
96,Books,168.69,North,2026-04-21 11:13:20.831784
97,Clothing,154.65,South,2026-04-21 10:13:20.831784
98,Groceries,129.28,East,2026-04-21 09:13:20.831784
99,Sports,80.97,West,2026-04-21 08:13:20.831784
100,Electronics,36.27,North,2026-04-21 07:13:20.831784
101,Books,81.86,South,2026-04-21 06:13:20.831784
102,Clothing,97.71,East,2026-04-21 05:13:20.831784
103,Groceries,93.47,West,2026-04-21 04:13:20.831784
104,Sports,114.90,North,2026-04-21 03:13:20.831784
105,Electronics,100.53,South,2026-04-21 02:13:20.831784
106,Books,131.74,East,2026-04-21 01:13:20.831784
107,Clothing,156.11,West,2026-04-21 00:13:20.831784
108,Groceries,96.76,North,2026-04-20 23:13:20.831784
109,Sports,63.66,South,2026-04-20 22:13:20.831784
110,Electronics,36.29,East,2026-04-20 21:13:20.831784
111,Books,47.22,West,2026-04-20 20:13:20.831784
112,Clothing,135.06,North,2026-04-20 19:13:20.831784
113,Groceries,153.79,South,2026-04-20 18:13:20.831784
114,Sports,136.21,East,2026-04-20 17:13:20.831784
115,Electronics,119.64,West,2026-04-20 16:13:20.831784
116,Books,69.51,North,2026-04-20 15:13:20.831784
117,Clothing,86.10,South,2026-04-20 14:13:20.831784
118,Groceries,100.95,East,2026-04-20 13:13:20.831784
119,Sports,65.66,West,2026-04-20 12:13:20.831784
120,Electronics,78.93,North,2026-04-20 11:13:20.831784
121,Books,86.26,South,2026-04-20 10:13:20.831784
122,Clothing,117.57,East,2026-04-20 09:13:20.831784
123,Groceries,178.16,West,2026-04-20 08:13:20.831784
124,Sports,139.53,North,2026-04-20 07:13:20.831784
125,Electronics,85.22,South,2026-04-20 06:13:20.831784
126,Books,53.58,East,2026-04-20 05:13:20.831784
127,Clothing,28.22,West,2026-04-20 04:13:20.831784
128,Groceries,91.80,North,2026-04-20 03:13:20.831784
129,Sports,133.30,South,2026-04-20 02:13:20.831784
130,Electronics,117.78,East,2026-04-20 01:13:20.831784
131,Books,128.50,West,2026-04-20 00:13:20.831784
132,Clothing,105.21,North,2026-04-19 23:13:20.831784
133,Groceries,105.80,South,2026-04-19 22:13:20.831784
134,Sports,126.90,East,2026-04-19 21:13:20.831784
135,Electronics,71.56,West,2026-04-19 20:13:20.831784
136,Books,48.46,North,2026-04-19 19:13:20.831784
137,Clothing,61.24,South,2026-04-19 18:13:20.831784
138,Groceries,83.58,East,2026-04-19 17:13:20.831784
139,Sports,163.63,West,2026-04-19 16:13:20.831784
140,Electronics,169.73,North,2026-04-19 15:13:20.831784
141,Books,113.21,South,2026-04-19 14:13:20.831784
142,Clothing,86.90,East,2026-04-19 13:13:20.831784
143,Groceries,46.22,West,2026-04-19 12:13:20.831784
144,Sports,66.71,North,2026-04-19 11:13:20.831784
145,Electronics,111.12,South,2026-04-19 10:13:20.831784
146,Books,88.88,East,2026-04-19 09:13:20.831784
147,Clothing,102.19,West,2026-04-19 08:13:20.831784
148,Groceries,117.59,North,2026-04-19 07:13:20.831784
149,Sports,121.48,South,2026-04-19 06:13:20.831784
150,Electronics,156.86,East,2026-04-19 05:13:20.831784
151,Books,109.91,West,2026-04-19 04:13:20.831784
152,Clothing,46.15,North,2026-04-19 03:13:20.831784
153,Groceries,45.59,South,2026-04-19 02:13:20.831784
154,Sports,51.46,East,2026-04-19 01:13:20.831784
155,Electronics,120.25,West,2026-04-19 00:13:20.831784
156,Books,168.76,North,2026-04-18 23:13:20.831784
157,Clothing,127.98,South,2026-04-18 22:13:20.831784
158,Groceries,112.80,East,2026-04-18 21:13:20.831784
159,Sports,87.42,West,2026-04-18 20:13:20.831784
160,Electronics,73.45,North,2026-04-18 19:13:20.831784
161,Books,105.31,South,2026-04-18 18:13:20.831784
162,Clothing,73.63,East,2026-04-18 17:13:20.831784
163,Groceries,60.10,West,2026-04-18 16:13:20.831784
164,Sports,98.62,North,2026-04-18 15:13:20.831784
165,Electronics,117.60,South,2026-04-18 14:13:20.831784
166,Books,167.17,East,2026-04-18 13:13:20.831784
167,Clothing,156.58,West,2026-04-18 12:13:20.831784
168,Groceries,74.09,North,2026-04-25 11:13:20.831784
169,Sports,51.64,South,2026-04-25 10:13:20.831784
170,Electronics,43.27,East,2026-04-25 09:13:20.831784
171,Books,75.72,West,2026-04-25 08:13:20.831784
172,Clothing,140.32,North,2026-04-25 07:13:20.831784
173,Groceries,121.02,South,2026-04-25 06:13:20.831784
174,Sports,111.99,East,2026-04-25 05:13:20.831784
175,Electronics,121.92,West,2026-04-25 04:13:20.831784
176,Books,102.71,North,2026-04-25 03:13:20.831784
177,Clothing,119.98,South,2026-04-25 02:13:20.831784
178,Groceries,87.45,East,2026-04-25 01:13:20.831784
179,Sports,32.98,West,2026-04-25 00:13:20.831784
180,Electronics,62.82,North,2026-04-24 23:13:20.831784
181,Books,94.66,South,2026-04-24 22:13:20.831784
182,Clothing,146.94,East,2026-04-24 21:13:20.831784
183,Groceries,181.22,West,2026-04-24 20:13:20.831784
184,Sports,113.40,North,2026-04-24 19:13:20.831784
185,Electronics,74.46,South,2026-04-24 18:13:20.831784
186,Books,64.79,East,2026-04-24 17:13:20.831784
187,Clothing,58.48,West,2026-04-24 16:13:20.831784
188,Groceries,106.64,North,2026-04-24 15:13:20.831784
189,Sports,101.43,South,2026-04-24 14:13:20.831784
190,Electronics,84.26,East,2026-04-24 13:13:20.831784
191,Books,124.60,West,2026-04-24 12:13:20.831784
192,Clothing,130.02,North,2026-04-24 11:13:20.831784
193,Groceries,142.25,South,2026-04-24 10:13:20.831784
194,Sports,124.80,East,2026-04-24 09:13:20.831784
195,Electronics,41.57,West,2026-04-24 08:13:20.831784
196,Books,35.82,North,2026-04-24 07:13:20.831784
197,Clothing,68.65,South,2026-04-24 06:13:20.831784
198,Groceries,107.16,East,2026-04-24 05:13:20.831784
199,Sports,168.38,West,2026-04-24 04:13:20.831784
200,Electronics,138.55,North,2026-04-24 03:13:20.831784
201,Books,95.89,South,2026-04-24 02:13:20.831784
202,Clothing,100.14,East,2026-04-24 01:13:20.831784
203,Groceries,77.94,West,2026-04-24 00:13:20.831784
204,Sports,91.77,North,2026-04-23 23:13:20.831784
205,Electronics,88.52,South,2026-04-23 22:13:20.831784
206,Books,49.83,East,2026-04-23 21:13:20.831784
207,Clothing,92.62,West,2026-04-23 20:13:20.831784
208,Groceries,133.91,North,2026-04-23 19:13:20.831784
209,Sports,152.56,South,2026-04-23 18:13:20.831784
210,Electronics,162.03,East,2026-04-23 17:13:20.831784
211,Books,82.06,West,2026-04-23 16:13:20.831784
212,Clothing,35.62,North,2026-04-23 15:13:20.831784
213,Groceries,58.39,South,2026-04-23 14:13:20.831784
214,Sports,73.77,East,2026-04-23 13:13:20.831784
215,Electronics,128.21,West,2026-04-23 12:13:20.831784
216,Books,135.80,North,2026-04-23 11:13:20.831784
217,Clothing,99.00,South,2026-04-23 10:13:20.831784
218,Groceries,122.37,East,2026-04-23 09:13:20.831784
219,Sports,118.03,West,2026-04-23 08:13:20.831784
220,Electronics,104.45,North,2026-04-23 07:13:20.831784
221,Books,96.41,South,2026-04-23 06:13:20.831784
222,Clothing,35.41,East,2026-04-23 05:13:20.831784
223,Groceries,47.33,West,2026-04-23 04:13:20.831784
224,Sports,111.00,North,2026-04-23 03:13:20.831784
225,Electronics,140.26,South,2026-04-23 02:13:20.831784
226,Books,173.81,East,2026-04-23 01:13:20.831784
227,Clothing,128.87,West,2026-04-23 00:13:20.831784
228,Groceries,60.29,North,2026-04-22 23:13:20.831784
229,Sports,70.52,South,2026-04-22 22:13:20.831784
230,Electronics,69.40,East,2026-04-22 21:13:20.831784
231,Books,89.20,West,2026-04-22 20:13:20.831784
232,Clothing,112.23,North,2026-04-22 19:13:20.831784
233,Groceries,81.64,South,2026-04-22 18:13:20.831784
234,Sports,112.80,East,2026-04-22 17:13:20.831784
235,Electronics,148.64,West,2026-04-22 16:13:20.831784
236,Books,132.79,North,2026-04-22 15:13:20.831784
237,Clothing,122.52,South,2026-04-22 14:13:20.831784
238,Groceries,54.91,East,2026-04-22 13:13:20.831784
239,Sports,19.19,West,2026-04-22 12:13:20.831784
240,Electronics,77.37,North,2026-04-22 11:13:20.831784
241,Books,112.44,South,2026-04-22 10:13:20.831784
242,Clothing,151.63,East,2026-04-22 09:13:20.831784
243,Groceries,152.63,West,2026-04-22 08:13:20.831784
244,Sports,90.55,North,2026-04-22 07:13:20.831784
245,Electronics,93.82,South,2026-04-22 06:13:20.831784
246,Books,96.59,East,2026-04-22 05:13:20.831784
247,Clothing,78.18,West,2026-04-22 04:13:20.831784
248,Groceries,89.27,North,2026-04-22 03:13:20.831784
249,Sports,58.69,South,2026-04-22 02:13:20.831784
250,Electronics,75.10,East,2026-04-22 01:13:20.831784
251,Books,146.71,West,2026-04-22 00:13:20.831784
252,Clothing,154.14,North,2026-04-21 23:13:20.831784
253,Groceries,148.99,South,2026-04-21 22:13:20.831784
254,Sports,98.60,East,2026-04-21 21:13:20.831784
255,Electronics,26.57,West,2026-04-21 20:13:20.831784
256,Books,55.72,North,2026-04-21 19:13:20.831784
257,Clothing,88.97,South,2026-04-21 18:13:20.831784
258,Groceries,110.78,East,2026-04-21 17:13:20.831784
259,Sports,140.48,West,2026-04-21 16:13:20.831784
260,Electronics,104.86,North,2026-04-21 15:13:20.831784
261,Books,107.55,South,2026-04-21 14:13:20.831784
262,Clothing,135.13,East,2026-04-21 13:13:20.831784
263,Groceries,101.77,West,2026-04-21 12:13:20.831784
264,Sports,86.22,North,2026-04-21 11:13:20.831784
265,Electronics,50.82,South,2026-04-21 10:13:20.831784
266,Books,33.65,East,2026-04-21 09:13:20.831784
267,Clothing,112.08,West,2026-04-21 08:13:20.831784
268,Groceries,152.34,North,2026-04-21 07:13:20.831784
269,Sports,156.21,South,2026-04-21 06:13:20.831784
270,Electronics,139.12,East,2026-04-21 05:13:20.831784
271,Books,63.30,West,2026-04-21 04:13:20.831784
272,Clothing,58.43,North,2026-04-21 03:13:20.831784
273,Groceries,87.26,South,2026-04-21 02:13:20.831784
274,Sports,80.24,East,2026-04-21 01:13:20.831784
275,Electronics,104.59,West,2026-04-21 00:13:20.831784
276,Books,95.35,North,2026-04-20 23:13:20.831784
277,Clothing,97.50,South,2026-04-20 22:13:20.831784
278,Groceries,155.71,East,2026-04-20 21:13:20.831784
279,Sports,142.33,West,2026-04-20 20:13:20.831784
280,Electronics,106.04,North,2026-04-20 19:13:20.831784
281,Books,68.32,South,2026-04-20 18:13:20.831784
282,Clothing,16.79,East,2026-04-20 17:13:20.831784
283,Groceries,67.05,West,2026-04-20 16:13:20.831784
284,Sports,129.25,North,2026-04-20 15:13:20.831784
285,Electronics,138.30,South,2026-04-20 14:13:20.831784
286,Books,150.40,East,2026-04-20 13:13:20.831784
287,Clothing,103.67,West,2026-04-20 12:13:20.831784
288,Groceries,78.99,North,2026-04-20 11:13:20.831784
289,Sports,108.34,South,2026-04-20 10:13:20.831784
290,Electronics,82.41,East,2026-04-20 09:13:20.831784
291,Books,72.87,West,2026-04-20 08:13:20.831784
292,Clothing,72.86,North,2026-04-20 07:13:20.831784
293,Groceries,67.70,South,2026-04-20 06:13:20.831784
294,Sports,140.66,East,2026-04-20 05:13:20.831784
295,Electronics,170.96,West,2026-04-20 04:13:20.831784
296,Books,134.10,North,2026-04-20 03:13:20.831784
297,Clothing,102.27,South,2026-04-20 02:13:20.831784
298,Groceries,36.76,East,2026-04-20 01:13:20.831784
299,Sports,40.18,West,2026-04-20 00:13:20.831784
300,Electronics,102.41,North,2026-04-19 23:13:20.831784
301,Books,108.57,South,2026-04-19 22:13:20.831784
302,Clothing,126.31,East,2026-04-19 21:13:20.831784
303,Groceries,120.85,West,2026-04-19 20:13:20.831784
304,Sports,97.97,North,2026-04-19 19:13:20.831784
305,Electronics,135.06,South,2026-04-19 18:13:20.831784
306,Books,116.91,East,2026-04-19 17:13:20.831784
307,Clothing,69.07,West,2026-04-19 16:13:20.831784
308,Groceries,57.77,North,2026-04-19 15:13:20.831784
309,Sports,38.46,South,2026-04-19 14:13:20.831784
310,Electronics,96.87,East,2026-04-19 13:13:20.831784
311,Books,167.90,West,2026-04-19 12:13:20.831784
312,Clothing,150.06,North,2026-04-19 11:13:20.831784
313,Groceries,130.28,South,2026-04-19 10:13:20.831784
314,Sports,80.55,East,2026-04-19 09:13:20.831784
315,Electronics,46.37,West,2026-04-19 08:13:20.831784
316,Books,90.98,North,2026-04-19 07:13:20.831784
317,Clothing,90.33,South,2026-04-19 06:13:20.831784
318,Groceries,85.38,East,2026-04-19 05:13:20.831784
319,Sports,105.60,West,2026-04-19 04:13:20.831784
320,Electronics,98.49,North,2026-04-19 03:13:20.831784
321,Books,144.31,South,2026-04-19 02:13:20.831784
322,Clothing,160.37,East,2026-04-19 01:13:20.831784
323,Groceries,96.41,West,2026-04-19 00:13:20.831784
324,Sports,63.92,North,2026-04-18 23:13:20.831784
325,Electronics,31.64,South,2026-04-18 22:13:20.831784
326,Books,51.49,East,2026-04-18 21:13:20.831784
327,Clothing,135.95,West,2026-04-18 20:13:20.831784
328,Groceries,143.73,North,2026-04-18 19:13:20.831784
329,Sports,132.85,South,2026-04-18 18:13:20.831784
330,Electronics,118.62,East,2026-04-18 17:13:20.831784
331,Books,77.07,West,2026-04-18 16:13:20.831784
332,Clothing,100.92,North,2026-04-18 15:13:20.831784
333,Groceries,99.53,South,2026-04-18 14:13:20.831784
334,Sports,58.20,East,2026-04-18 13:13:20.831784
335,Electronics,71.82,West,2026-04-18 12:13:20.831784
336,Books,79.18,North,2026-04-25 11:13:20.831784
337,Clothing,124.49,South,2026-04-25 10:13:20.831784
338,Groceries,182.47,East,2026-04-25 09:13:20.831784
339,Sports,136.28,West,2026-04-25 08:13:20.831784
340,Electronics,88.10,North,2026-04-25 07:13:20.831784
341,Books,53.97,South,2026-04-25 06:13:20.831784
342,Clothing,33.21,East,2026-04-25 05:13:20.831784
343,Groceries,97.42,West,2026-04-25 04:13:20.831784
344,Sports,122.61,North,2026-04-25 03:13:20.831784
345,Electronics,108.57,South,2026-04-25 02:13:20.831784
346,Books,125.35,East,2026-04-25 01:13:20.831784
347,Clothing,107.48,West,2026-04-25 00:13:20.831784
348,Groceries,120.79,North,2026-04-24 23:13:20.831784
349,Sports,132.03,South,2026-04-24 22:13:20.831784
350,Electronics,66.04,East,2026-04-24 21:13:20.831784
351,Books,45.71,West,2026-04-24 20:13:20.831784
352,Clothing,54.91,North,2026-04-24 19:13:20.831784
353,Groceries,85.16,South,2026-04-24 18:13:20.831784
354,Sports,167.12,East,2026-04-24 17:13:20.831784
355,Electronics,162.27,West,2026-04-24 16:13:20.831784
356,Books,112.86,North,2026-04-24 15:13:20.831784
357,Clothing,90.97,South,2026-04-24 14:13:20.831784
358,Groceries,52.20,East,2026-04-24 13:13:20.831784
359,Sports,77.53,West,2026-04-24 12:13:20.831784
360,Electronics,105.65,North,2026-04-24 11:13:20.831784
361,Books,76.22,South,2026-04-24 10:13:20.831784
362,Clothing,97.07,East,2026-04-24 09:13:20.831784
363,Groceries,114.81,West,2026-04-24 08:13:20.831784
364,Sports,131.08,North,2026-04-24 07:13:20.831784
365,Electronics,165.46,South,2026-04-24 06:13:20.831784
366,Books,105.91,East,2026-04-24 05:13:20.831784
367,Clothing,46.65,West,2026-04-24 04:13:20.831784
368,Groceries,44.83,North,2026-04-24 03:13:20.831784
369,Sports,51.24,South,2026-04-24 02:13:20.831784
370,Electronics,123.78,East,2026-04-24 01:13:20.831784
371,Books,159.20,West,2026-04-24 00:13:20.831784
372,Clothing,120.49,North,2026-04-23 23:13:20.831784
373,Groceries,116.47,South,2026-04-23 22:13:20.831784
374,Sports,93.05,East,2026-04-23 21:13:20.831784
375,Electronics,86.53,West,2026-04-23 20:13:20.831784
376,Books,108.10,North,2026-04-23 19:13:20.831784
377,Clothing,61.95,South,2026-04-23 18:13:20.831784
378,Groceries,54.54,East,2026-04-23 17:13:20.831784
379,Sports,94.26,West,2026-04-23 16:13:20.831784
380,Electronics,119.80,North,2026-04-23 15:13:20.831784
381,Books,174.84,South,2026-04-23 14:13:20.831784
382,Clothing,152.57,East,2026-04-23 13:13:20.831784
383,Groceries,73.90,West,2026-04-23 12:13:20.831784
384,Sports,57.13,North,2026-04-23 11:13:20.831784
385,Electronics,45.36,South,2026-04-23 10:13:20.831784
386,Books,80.84,East,2026-04-23 09:13:20.831784
387,Clothing,133.11,West,2026-04-23 08:13:20.831784
388,Groceries,107.07,North,2026-04-23 07:13:20.831784
389,Sports,111.45,South,2026-04-23 06:13:20.831784
390,Electronics,125.58,East,2026-04-23 05:13:20.831784
391,Books,113.38,West,2026-04-23 04:13:20.831784
392,Clothing,129.25,North,2026-04-23 03:13:20.831784
393,Groceries,80.18,South,2026-04-23 02:13:20.831784
394,Sports,28.43,East,2026-04-23 01:13:20.831784
395,Electronics,61.38,West,2026-04-23 00:13:20.831784
396,Books,92.27,North,2026-04-22 23:13:20.831784
397,Clothing,150.96,South,2026-04-22 22:13:20.831784
398,Groceries,176.21,East,2026-04-22 21:13:20.831784
399,Sports,108.32,West,2026-04-22 20:13:20.831784
400,Electronics,82.28,North,2026-04-22 19:13:20.831784
401,Books,71.01,South,2026-04-22 18:13:20.831784
402,Clothing,65.80,East,2026-04-22 17:13:20.831784
403,Groceries,105.68,West,2026-04-22 16:13:20.831784
404,Sports,85.89,North,2026-04-22 15:13:20.831784
405,Electronics,78.46,South,2026-04-22 14:13:20.831784
406,Books,125.95,East,2026-04-22 13:13:20.831784
407,Clothing,134.94,West,2026-04-22 12:13:20.831784
408,Groceries,152.60,North,2026-04-22 11:13:20.831784
409,Sports,122.33,South,2026-04-22 10:13:20.831784
410,Electronics,37.93,East,2026-04-22 09:13:20.831784
411,Books,39.70,West,2026-04-22 08:13:20.831784
412,Clothing,67.33,North,2026-04-22 07:13:20.831784
413,Groceries,108.00,South,2026-04-22 06:13:20.831784
414,Sports,163.09,East,2026-04-22 05:13:20.831784
415,Electronics,127.18,West,2026-04-22 04:13:20.831784
416,Books,100.17,North,2026-04-22 03:13:20.831784
417,Clothing,109.11,South,2026-04-22 02:13:20.831784
418,Groceries,86.26,East,2026-04-22 01:13:20.831784
419,Sports,97.57,West,2026-04-22 00:13:20.831784
420,Electronics,77.28,North,2026-04-21 23:13:20.831784
421,Books,40.79,South,2026-04-21 22:13:20.831784
422,Clothing,93.12,East,2026-04-21 21:13:20.831784
423,Groceries,133.53,West,2026-04-21 20:13:20.831784
424,Sports,158.55,North,2026-04-21 19:13:20.831784
425,Electronics,161.93,South,2026-04-21 18:13:20.831784
426,Books,77.59,East,2026-04-21 17:13:20.831784
427,Clothing,43.21,West,2026-04-21 16:13:20.831784
428,Groceries,62.84,North,2026-04-21 15:13:20.831784
429,Sports,74.28,South,2026-04-21 14:13:20.831784
430,Electronics,124.75,East,2026-04-21 13:13:20.831784
431,Books,120.88,West,2026-04-21 12:13:20.831784
432,Clothing,95.77,North,2026-04-21 11:13:20.831784
433,Groceries,130.83,South,2026-04-21 10:13:20.831784
434,Sports,125.09,East,2026-04-21 09:13:20.831784
435,Electronics,113.48,West,2026-04-21 08:13:20.831784
436,Books,92.59,North,2026-04-21 07:13:20.831784
437,Clothing,26.49,South,2026-04-21 06:13:20.831784
438,Groceries,49.09,East,2026-04-21 05:13:20.831784
439,Sports,109.50,West,2026-04-21 04:13:20.831784
440,Electronics,139.93,North,2026-04-21 03:13:20.831784
441,Books,172.95,South,2026-04-21 02:13:20.831784
442,Clothing,121.66,East,2026-04-21 01:13:20.831784
443,Groceries,66.69,West,2026-04-21 00:13:20.831784
444,Sports,81.37,North,2026-04-20 23:13:20.831784
445,Electronics,72.48,South,2026-04-20 22:13:20.831784
446,Books,89.36,East,2026-04-20 21:13:20.831784
447,Clothing,99.14,West,2026-04-20 20:13:20.831784
448,Groceries,71.40,North,2026-04-20 19:13:20.831784
449,Sports,118.05,South,2026-04-20 18:13:20.831784
450,Electronics,152.94,East,2026-04-20 17:13:20.831784
451,Books,139.62,West,2026-04-20 16:13:20.831784
452,Clothing,124.60,North,2026-04-20 15:13:20.831784
453,Groceries,48.34,South,2026-04-20 14:13:20.831784
454,Sports,23.08,East,2026-04-20 13:13:20.831784
455,Electronics,79.97,West,2026-04-20 12:13:20.831784
456,Books,108.43,North,2026-04-20 11:13:20.831784
457,Clothing,148.47,South,2026-04-20 10:13:20.831784
458,Groceries,142.43,East,2026-04-20 09:13:20.831784
459,Sports,90.78,West,2026-04-20 08:13:20.831784
460,Electronics,107.34,North,2026-04-20 07:13:20.831784
461,Books,103.14,South,2026-04-20 06:13:20.831784
462,Clothing,81.71,East,2026-04-20 05:13:20.831784
463,Groceries,82.58,West,2026-04-20 04:13:20.831784
464,Sports,45.92,North,2026-04-20 03:13:20.831784
465,Electronics,76.72,South,2026-04-20 02:13:20.831784
466,Books,149.03,East,2026-04-20 01:13:20.831784
467,Clothing,155.04,West,2026-04-20 00:13:20.831784
468,Groceries,152.08,North,2026-04-19 23:13:20.831784
469,Sports,94.23,South,2026-04-19 22:13:20.831784
470,Electronics,31.08,East,2026-04-19 21:13:20.831784
471,Books,65.10,West,2026-04-19 20:13:20.831784
472,Clothing,86.54,North,2026-04-19 19:13:20.831784
473,Groceries,106.21,South,2026-04-19 18:13:20.831784
474,Sports,129.48,East,2026-04-19 17:13:20.831784
475,Electronics,97.24,West,2026-04-19 16:13:20.831784
476,Books,118.21,North,2026-04-19 15:13:20.831784
477,Clothing,143.72,South,2026-04-19 14:13:20.831784
478,Groceries,106.16,East,2026-04-19 13:13:20.831784
479,Sports,86.59,West,2026-04-19 12:13:20.831784
480,Electronics,40.92,North,2026-04-19 11:13:20.831784
481,Books,33.31,South,2026-04-19 10:13:20.831784
482,Clothing,115.23,East,2026-04-19 09:13:20.831784
483,Groceries,147.90,West,2026-04-19 08:13:20.831784
484,Sports,155.42,North,2026-04-19 07:13:20.831784
485,Electronics,135.03,South,2026-04-19 06:13:20.831784
486,Books,65.28,East,2026-04-19 05:13:20.831784
487,Clothing,72.68,West,2026-04-19 04:13:20.831784
488,Groceries,90.72,North,2026-04-19 03:13:20.831784
489,Sports,76.48,South,2026-04-19 02:13:20.831784
490,Electronics,96.12,East,2026-04-19 01:13:20.831784
491,Books,82.83,West,2026-04-19 00:13:20.831784
